# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.752, -1.258 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""51.7520131"""," ""lon"": ""-1.2578499"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,GHI,DHI,,,,,,,,,,,
18/02/2019 19:00,18/02/2019 19:00,0,0,0,5.374,0,0,,,,,,,,,,,
18/02/2019 20:00,18/02/2019 20:00,0,0,0,4.729,0,0,,,,,,,,,,,
18/02/2019 21:00,18/02/2019 21:00,0,0,0,4.084,0,0,,,,,,,,,,,
18/02/2019 22:00,18/02/2019 22:00,0,0,0,3.565,0,0,,,,,,,,,,,
18/02/2019 23:00,18/02/2019 23:00,0,0,0,3.374,0,0,,,,,,,,,,,
19/02/2019 0:00,19/02/2019 0:00,0,0,0,3.462,0,0,,,,,,,,,,,
19/02/2019 1:00,19/02/2019 1:00,0,0,0,3.56,0,0,,,,,,,,,,,
19/02/2019 2:00,19/02/2019 2:00,0,0,0,3.739,0,0,,,,,,,,,,,
19/02/2019 3:00,19/02/2019 3:00,0,0,0,3.886,0,0,,,,,,,,,,,
19/02/2019 4:00,19/02/2019 4:00,0,0,0,4.018,0,0,,,,,,,,,,,
19/02/2019 5:00,19/02/2019 5:00,0,0,0,4.068,0,0,,,,,,,,,,,
19/02/2019 6:00,19/02/2019 6:00,0,0,0,3.991,0,0,,,,,,,,,,,
19/02/2019 7:00,19/02/2019 7:00,0.006,0.002,0.013,3.975,0.015,0.002,,,,,,,,,,,
19/02/2019 8:00,19/02/2019 8:00,0.052,0.01,0.059,4.351,0.069,0.01,,,,,,,,,,,
19/02/2019 9:00,19/02/2019 9:00,0.103,0.021,0.103,5.114,0.124,0.021,,,,,,,,,,,
19/02/2019 10:00,19/02/2019 10:00,0.242,0.099,0.171,6.461,0.27,0.099,,,,,,,,,,,
19/02/2019 11:00,19/02/2019 11:00,0.411,0.275,0.185,8.003,0.46,0.275,,,,,,,,,,,
19/02/2019 12:00,19/02/2019 12:00,0.432,0.305,0.182,9.063,0.487,0.305,,,,,,,,,,,
19/02/2019 13:00,19/02/2019 13:00,0.299,0.159,0.177,9.385,0.336,0.159,,,,,,,,,,,
19/02/2019 14:00,19/02/2019 14:00,0.218,0.101,0.148,9.357,0.249,0.101,,,,,,,,,,,
19/02/2019 15:00,19/02/2019 15:00,0.091,0.027,0.086,8.75,0.113,0.027,,,,,,,,,,,
19/02/2019 16:00,19/02/2019 16:00,0.02,0.006,0.028,7.612,0.034,0.006,,,,,,,,,,,
19/02/2019 17:00,19/02/2019 17:00,0,0,0,6.475,0,0,,,,,,,,,,,
19/02/2019 18:00,19/02/2019 18:00,0,0,0,5.902,0,0,,,,,,,,,,,
19/02/2019 19:00,19/02/2019 19:00,0,0,0,5.529,0,0,,,,,,,,,,,
19/02/2019 20:00,19/02/2019 20:00,0,0,0,5.405,0,0,,,,,,,,,,,
19/02/2019 21:00,19/02/2019 21:00,0,0,0,5.282,0,0,,,,,,,,,,,
19/02/2019 22:00,19/02/2019 22:00,0,0,0,5.148,0,0,,,,,,,,,,,
19/02/2019 23:00,19/02/2019 23:00,0,0,0,5.195,0,0,,,,,,,,,,,
20/02/2019 0:00,20/02/2019 0:00,0,0,0,5.267,0,0,,,,,,,,,,,
20/02/2019 1:00,20/02/2019 1:00,0,0,0,5.295,0,0,,,,,,,,,,,
20/02/2019 2:00,20/02/2019 2:00,0,0,0,5.216,0,0,,,,,,,,,,,
20/02/2019 3:00,20/02/2019 3:00,0,0,0,5.079,0,0,,,,,,,,,,,
20/02/2019 4:00,20/02/2019 4:00,0,0,0,5.077,0,0,,,,,,,,,,,
20/02/2019 5:00,20/02/2019 5:00,0,0,0,5.153,0,0,,,,,,,,,,,
20/02/2019 6:00,20/02/2019 6:00,0,0,0,5.304,0,0,,,,,,,,,,,
20/02/2019 7:00,20/02/2019 7:00,0.028,0.019,0.024,5.571,0.043,0.019,,,,,,,,,,,
20/02/2019 8:00,20/02/2019 8:00,0.157,0.097,0.084,6.899,0.181,0.097,,,,,,,,,,,
20/02/2019 9:00,20/02/2019 9:00,0.369,0.302,0.111,8.516,0.413,0.302,,,,,,,,,,,
20/02/2019 10:00,20/02/2019 10:00,0.514,0.472,0.115,9.934,0.587,0.472,,,,,,,,,,,
20/02/2019 11:00,20/02/2019 11:00,0.612,0.606,0.109,10.816,0.715,0.606,,,,,,,,,,,
20/02/2019 12:00,20/02/2019 12:00,0.621,0.622,0.107,11.335,0.729,0.622,,,,,,,,,,,
20/02/2019 13:00,20/02/2019 13:00,0.538,0.508,0.114,11.425,0.622,0.508,,,,,,,,,,,
20/02/2019 14:00,20/02/2019 14:00,0.326,0.242,0.127,10.954,0.369,0.242,,,,,,,,,,,
20/02/2019 15:00,20/02/2019 15:00,0.141,0.072,0.094,10.137,0.166,0.072,,,,,,,,,,,
20/02/2019 16:00,20/02/2019 16:00,0.024,0.009,0.03,9.074,0.039,0.009,,,,,,,,,,,
20/02/2019 17:00,20/02/2019 17:00,0,0,0,7.696,0,0,,,,,,,,,,,
20/02/2019 18:00,20/02/2019 18:00,0,0,0,6.982,0,0,,,,,,,,,,,
20/02/2019 19:00,20/02/2019 19:00,0,0,0,6.687,0,0,,,,,,,,,,,
20/02/2019 20:00,20/02/2019 20:00,0,0,0,6.56,0,0,,,,,,,,,,,
20/02/2019 21:00,20/02/2019 21:00,0,0,0,6.422,0,0,,,,,,,,,,,
20/02/2019 22:00,20/02/2019 22:00,0,0,0,6.399,0,0,,,,,,,,,,,
20/02/2019 23:00,20/02/2019 23:00,0,0,0,6.513,0,0,,,,,,,,,,,
21/02/2019 0:00,21/02/2019 0:00,0,0,0,6.403,0,0,,,,,,,,,,,
21/02/2019 1:00,21/02/2019 1:00,0,0,0,6.493,0,0,,,,,,,,,,,
21/02/2019 2:00,21/02/2019 2:00,0,0,0,6.653,0,0,,,,,,,,,,,
21/02/2019 3:00,21/02/2019 3:00,0,0,0,6.812,0,0,,,,,,,,,,,
21/02/2019 4:00,21/02/2019 4:00,0,0,0,6.931,0,0,,,,,,,,,,,
21/02/2019 5:00,21/02/2019 5:00,0,0,0,6.963,0,0,,,,,,,,,,,
21/02/2019 6:00,21/02/2019 6:00,0,0,0,7.041,0,0,,,,,,,,,,,
21/02/2019 7:00,21/02/2019 7:00,0.018,0.01,0.022,7.153,0.032,0.01,,,,,,,,,,,
21/02/2019 8:00,21/02/2019 8:00,0.083,0.03,0.073,7.859,0.103,0.03,,,,,,,,,,,
21/02/2019 9:00,21/02/2019 9:00,0.23,0.133,0.128,9.221,0.261,0.133,,,,,,,,,,,
21/02/2019 10:00,21/02/2019 10:00,0.581,0.58,0.097,11.211,0.677,0.58,,,,,,,,,,,
21/02/2019 11:00,21/02/2019 11:00,0.662,0.701,0.089,12.711,0.79,0.701,,,,,,,,,,,
21/02/2019 12:00,21/02/2019 12:00,0.66,0.703,0.089,13.61,0.792,0.703,,,,,,,,,,,
21/02/2019 13:00,21/02/2019 13:00,0.605,0.631,0.087,13.998,0.718,0.631,,,,,,,,,,,
21/02/2019 14:00,21/02/2019 14:00,0.49,0.49,0.08,13.853,0.57,0.49,,,,,,,,,,,
21/02/2019 15:00,21/02/2019 15:00,0.313,0.289,0.069,13.149,0.358,0.289,,,,,,,,,,,
21/02/2019 16:00,21/02/2019 16:00,0.093,0.077,0.039,10.742,0.116,0.077,,,,,,,,,,,
21/02/2019 17:00,21/02/2019 17:00,0,0,0.001,7.916,0.001,0,,,,,,,,,,,
21/02/2019 18:00,21/02/2019 18:00,0,0,0,7.154,0,0,,,,,,,,,,,
21/02/2019 19:00,21/02/2019 19:00,0,0,0,6.65,0,0,,,,,,,,,,,
21/02/2019 20:00,21/02/2019 20:00,0,0,0,6.379,0,0,,,,,,,,,,,
21/02/2019 21:00,21/02/2019 21:00,0,0,0,6.17,0,0,,,,,,,,,,,
21/02/2019 22:00,21/02/2019 22:00,0,0,0,6.258,0,0,,,,,,,,,,,
21/02/2019 23:00,21/02/2019 23:00,0,0,0,6.231,0,0,,,,,,,,,,,
22/02/2019 0:00,22/02/2019 0:00,0,0,0,5.965,0,0,,,,,,,,,,,
22/02/2019 1:00,22/02/2019 1:00,0,0,0,5.471,0,0,,,,,,,,,,,
22/02/2019 2:00,22/02/2019 2:00,0,0,0,5.275,0,0,,,,,,,,,,,
22/02/2019 3:00,22/02/2019 3:00,0,0,0,5.247,0,0,,,,,,,,,,,
22/02/2019 4:00,22/02/2019 4:00,0,0,0,5.129,0,0,,,,,,,,,,,
22/02/2019 5:00,22/02/2019 5:00,0,0,0,4.985,0,0,,,,,,,,,,,
22/02/2019 6:00,22/02/2019 6:00,0,0,0,4.83,0,0,,,,,,,,,,,
22/02/2019 7:00,22/02/2019 7:00,0.015,0.006,0.021,4.837,0.027,0.006,,,,,,,,,,,
22/02/2019 8:00,22/02/2019 8:00,0.078,0.024,0.074,5.376,0.098,0.024,,,,,,,,,,,
22/02/2019 9:00,22/02/2019 9:00,0.213,0.104,0.136,6.628,0.24,0.104,,,,,,,,,,,
22/02/2019 10:00,22/02/2019 10:00,0.415,0.314,0.151,8.389,0.465,0.314,,,,,,,,,,,
22/02/2019 11:00,22/02/2019 11:00,0.58,0.545,0.126,10.126,0.671,0.545,,,,,,,,,,,
22/02/2019 12:00,22/02/2019 12:00,0.663,0.687,0.099,11.453,0.786,0.687,,,,,,,,,,,
22/02/2019 13:00,22/02/2019 13:00,0.614,0.631,0.092,12.154,0.723,0.631,,,,,,,,,,,
22/02/2019 14:00,22/02/2019 14:00,0.492,0.481,0.087,12.331,0.568,0.481,,,,,,,,,,,
22/02/2019 15:00,22/02/2019 15:00,0.313,0.281,0.074,11.8,0.355,0.281,,,,,,,,,,,
22/02/2019 16:00,22/02/2019 16:00,0.094,0.074,0.043,9.502,0.117,0.074,,,,,,,,,,,
22/02/2019 17:00,22/02/2019 17:00,0,0,0.001,6.754,0.001,0,,,,,,,,,,,
22/02/2019 18:00,22/02/2019 18:00,0,0,0,6.173,0,0,,,,,,,,,,,
22/02/2019 19:00,22/02/2019 19:00,0,0,0,5.905,0,0,,,,,,,,,,,
22/02/2019 20:00,22/02/2019 20:00,0,0,0,5.766,0,0,,,,,,,,,,,
22/02/2019 21:00,22/02/2019 21:00,0,0,0,5.408,0,0,,,,,,,,,,,
22/02/2019 22:00,22/02/2019 22:00,0,0,0,5.377,0,0,,,,,,,,,,,
22/02/2019 23:00,22/02/2019 23:00,0,0,0,5.684,0,0,,,,,,,,,,,
23/02/2019 0:00,23/02/2019 0:00,0,0,0,5.78,0,0,,,,,,,,,,,
23/02/2019 1:00,23/02/2019 1:00,0,0,0,5.937,0,0,,,,,,,,,,,
23/02/2019 2:00,23/02/2019 2:00,0,0,0,5.952,0,0,,,,,,,,,,,
23/02/2019 3:00,23/02/2019 3:00,0,0,0,5.995,0,0,,,,,,,,,,,
23/02/2019 4:00,23/02/2019 4:00,0,0,0,5.907,0,0,,,,,,,,,,,
23/02/2019 5:00,23/02/2019 5:00,0,0,0,5.791,0,0,,,,,,,,,,,
23/02/2019 6:00,23/02/2019 6:00,0,0,0,5.648,0,0,,,,,,,,,,,
23/02/2019 7:00,23/02/2019 7:00,0.009,0.003,0.017,5.597,0.02,0.003,,,,,,,,,,,
23/02/2019 8:00,23/02/2019 8:00,0.052,0.009,0.06,5.949,0.069,0.009,,,,,,,,,,,
23/02/2019 9:00,23/02/2019 9:00,0.108,0.022,0.107,6.845,0.129,0.022,,,,,,,,,,,
23/02/2019 10:00,23/02/2019 10:00,0.208,0.075,0.162,8.842,0.237,0.075,,,,,,,,,,,
23/02/2019 11:00,23/02/2019 11:00,0.652,0.657,0.115,11.581,0.772,0.657,,,,,,,,,,,
23/02/2019 12:00,23/02/2019 12:00,0.654,0.679,0.104,13.289,0.783,0.679,,,,,,,,,,,
23/02/2019 13:00,23/02/2019 13:00,0.595,0.605,0.101,14.253,0.706,0.605,,,,,,,,,,,
23/02/2019 14:00,23/02/2019 14:00,0.479,0.462,0.095,14.352,0.557,0.462,,,,,,,,,,,
23/02/2019 15:00,23/02/2019 15:00,0.301,0.264,0.081,13.756,0.345,0.264,,,,,,,,,,,
23/02/2019 16:00,23/02/2019 16:00,0.089,0.066,0.046,11.269,0.112,0.066,,,,,,,,,,,
23/02/2019 17:00,23/02/2019 17:00,0,0,0.001,8.334,0.001,0,,,,,,,,,,,
23/02/2019 18:00,23/02/2019 18:00,0,0,0,7.439,0,0,,,,,,,,,,,
23/02/2019 19:00,23/02/2019 19:00,0,0,0,6.925,0,0,,,,,,,,,,,
23/02/2019 20:00,23/02/2019 20:00,0,0,0,6.662,0,0,,,,,,,,,,,
23/02/2019 21:00,23/02/2019 21:00,0,0,0,6.564,0,0,,,,,,,,,,,
23/02/2019 22:00,23/02/2019 22:00,0,0,0,6.291,0,0,,,,,,,,,,,
23/02/2019 23:00,23/02/2019 23:00,0,0,0,5.901,0,0,,,,,,,,,,,
24/02/2019 0:00,24/02/2019 0:00,0,0,0,5.59,0,0,,,,,,,,,,,
24/02/2019 1:00,24/02/2019 1:00,0,0,0,5.363,0,0,,,,,,,,,,,
24/02/2019 2:00,24/02/2019 2:00,0,0,0,5.024,0,0,,,,,,,,,,,
24/02/2019 3:00,24/02/2019 3:00,0,0,0,4.89,0,0,,,,,,,,,,,
24/02/2019 4:00,24/02/2019 4:00,0,0,0,4.776,0,0,,,,,,,,,,,
24/02/2019 5:00,24/02/2019 5:00,0,0,0,4.738,0,0,,,,,,,,,,,
24/02/2019 6:00,24/02/2019 6:00,0,0,0,4.654,0,0,,,,,,,,,,,
24/02/2019 7:00,24/02/2019 7:00,0.012,0.004,0.019,4.49,0.023,0.004,,,,,,,,,,,
24/02/2019 8:00,24/02/2019 8:00,0.067,0.016,0.069,4.839,0.085,0.016,,,,,,,,,,,
24/02/2019 9:00,24/02/2019 9:00,0.194,0.085,0.133,6.079,0.218,0.085,,,,,,,,,,,
24/02/2019 10:00,24/02/2019 10:00,0.59,0.574,0.106,8.609,0.68,0.574,,,,,,,,,,,
24/02/2019 11:00,24/02/2019 11:00,0.704,0.755,0.085,10.898,0.84,0.755,,,,,,,,,,,
24/02/2019 12:00,24/02/2019 12:00,0.701,0.761,0.085,12.95,0.846,0.761,,,,,,,,,,,
24/02/2019 13:00,24/02/2019 13:00,0.644,0.69,0.082,13.903,0.772,0.69,,,,,,,,,,,
24/02/2019 14:00,24/02/2019 14:00,0.528,0.542,0.077,14.156,0.619,0.542,,,,,,,,,,,
24/02/2019 15:00,24/02/2019 15:00,0.342,0.323,0.069,13.527,0.392,0.323,,,,,,,,,,,
24/02/2019 16:00,24/02/2019 16:00,0.117,0.097,0.044,10.707,0.141,0.097,,,,,,,,,,,
24/02/2019 17:00,24/02/2019 17:00,0,0.001,0.002,7.799,0.003,0.001,,,,,,,,,,,
24/02/2019 18:00,24/02/2019 18:00,0,0,0,6.499,0,0,,,,,,,,,,,
24/02/2019 19:00,24/02/2019 19:00,0,0,0,5.462,0,0,,,,,,,,,,,
24/02/2019 20:00,24/02/2019 20:00,0,0,0,4.459,0,0,,,,,,,,,,,
24/02/2019 21:00,24/02/2019 21:00,0,0,0,3.444,0,0,,,,,,,,,,,
24/02/2019 22:00,24/02/2019 22:00,0,0,0,2.52,0,0,,,,,,,,,,,
24/02/2019 23:00,24/02/2019 23:00,0,0,0,1.774,0,0,,,,,,,,,,,
25/02/2019 0:00,25/02/2019 0:00,0,0,0,1.166,0,0,,,,,,,,,,,
25/02/2019 1:00,25/02/2019 1:00,0,0,0,0.82,0,0,,,,,,,,,,,
25/02/2019 2:00,25/02/2019 2:00,0,0,0,0.816,0,0,,,,,,,,,,,
25/02/2019 3:00,25/02/2019 3:00,0,0,0,0.777,0,0,,,,,,,,,,,
25/02/2019 4:00,25/02/2019 4:00,0,0,0,0.447,0,0,,,,,,,,,,,
25/02/2019 5:00,25/02/2019 5:00,0,0,0,0.096,0,0,,,,,,,,,,,
25/02/2019 6:00,25/02/2019 6:00,0,0,0,-0.173,0,0,,,,,,,,,,,
25/02/2019 7:00,25/02/2019 7:00,0.123,0.107,0.034,1.047,0.141,0.107,,,,,,,,,,,
25/02/2019 8:00,25/02/2019 8:00,0.363,0.343,0.056,4.704,0.399,0.343,,,,,,,,,,,
25/02/2019 9:00,25/02/2019 9:00,0.551,0.561,0.063,6.892,0.624,0.561,,,,,,,,,,,
25/02/2019 10:00,25/02/2019 10:00,0.668,0.715,0.069,9.451,0.784,0.715,,,,,,,,,,,
25/02/2019 11:00,25/02/2019 11:00,0.719,0.796,0.072,12.209,0.868,0.796,,,,,,,,,,,
25/02/2019 12:00,25/02/2019 12:00,0.713,0.797,0.073,14.419,0.87,0.797,,,,,,,,,,,
25/02/2019 13:00,25/02/2019 13:00,0.654,0.718,0.072,15.122,0.79,0.718,,,,,,,,,,,
25/02/2019 14:00,25/02/2019 14:00,0.537,0.566,0.068,15.132,0.634,0.566,,,,,,,,,,,
25/02/2019 15:00,25/02/2019 15:00,0.361,0.355,0.06,14.228,0.415,0.355,,,,,,,,,,,
25/02/2019 16:00,25/02/2019 16:00,0.134,0.119,0.041,11.304,0.16,0.119,,,,,,,,,,,
25/02/2019 17:00,25/02/2019 17:00,0,0.002,0.002,8.609,0.004,0.002,,,,,,,,,,,
25/02/2019 18:00,25/02/2019 18:00,0,0,0,7.395,0,0,,,,,,,,,,,
25/02/2019 19:00,25/02/2019 19:00,0,0,0,6.425,0,0,,,,,,,,,,,
25/02/2019 20:00,25/02/2019 20:00,0,0,0,5.569,0,0,,,,,,,,,,,
25/02/2019 21:00,25/02/2019 21:00,0,0,0,4.762,0,0,,,,,,,,,,,
25/02/2019 22:00,25/02/2019 22:00,0,0,0,4.014,0,0,,,,,,,,,,,
25/02/2019 23:00,25/02/2019 23:00,0,0,0,3.402,0,0,,,,,,,,,,,
26/02/2019 0:00,26/02/2019 0:00,0,0,0,2.921,0,0,,,,,,,,,,,
26/02/2019 1:00,26/02/2019 1:00,0,0,0,2.639,0,0,,,,,,,,,,,
26/02/2019 2:00,26/02/2019 2:00,0,0,0,2.784,0,0,,,,,,,,,,,
26/02/2019 3:00,26/02/2019 3:00,0,0,0,3.213,0,0,,,,,,,,,,,
26/02/2019 4:00,26/02/2019 4:00,0,0,0,3.477,0,0,,,,,,,,,,,
26/02/2019 5:00,26/02/2019 5:00,0,0,0,3.293,0,0,,,,,,,,,,,
26/02/2019 6:00,26/02/2019 6:00,0,0,0,2.574,0,0,,,,,,,,,,,
26/02/2019 7:00,26/02/2019 7:00,0.137,0.122,0.035,3.031,0.157,0.122,,,,,,,,,,,
26/02/2019 8:00,26/02/2019 8:00,0.366,0.349,0.056,6.462,0.405,0.349,,,,,,,,,,,
26/02/2019 9:00,26/02/2019 9:00,0.541,0.551,0.066,8.629,0.617,0.551,,,,,,,,,,,
26/02/2019 10:00,26/02/2019 10:00,0.659,0.707,0.071,10.879,0.778,0.707,,,,,,,,,,,
26/02/2019 11:00,26/02/2019 11:00,0.713,0.79,0.074,13.365,0.864,0.79,,,,,,,,,,,
26/02/2019 12:00,26/02/2019 12:00,0.704,0.787,0.076,15.646,0.863,0.787,,,,,,,,,,,
26/02/2019 13:00,26/02/2019 13:00,0.648,0.712,0.074,16.217,0.786,0.712,,,,,,,,,,,
26/02/2019 14:00,26/02/2019 14:00,0.535,0.564,0.07,16.048,0.634,0.564,,,,,,,,,,,
26/02/2019 15:00,26/02/2019 15:00,0.355,0.346,0.064,15.049,0.41,0.346,,,,,,,,,,,
26/02/2019 16:00,26/02/2019 16:00,0.132,0.114,0.044,12.097,0.158,0.114,,,,,,,,,,,
26/02/2019 17:00,26/02/2019 17:00,0,0.002,0.003,9.166,0.005,0.002,,,,,,,,,,,
26/02/2019 18:00,26/02/2019 18:00,0,0,0,7.782,0,0,,,,,,,,,,,
26/02/2019 19:00,26/02/2019 19:00,0,0,0,6.774,0,0,,,,,,,,,,,
26/02/2019 20:00,26/02/2019 20:00,0,0,0,5.911,0,0,,,,,,,,,,,
26/02/2019 21:00,26/02/2019 21:00,0,0,0,5.092,0,0,,,,,,,,,,,
26/02/2019 22:00,26/02/2019 22:00,0,0,0,4.317,0,0,,,,,,,,,,,
26/02/2019 23:00,26/02/2019 23:00,0,0,0,3.627,0,0,,,,,,,,,,,
27/02/2019 0:00,27/02/2019 0:00,0,0,0,3.032,0,0,,,,,,,,,,,
27/02/2019 1:00,27/02/2019 1:00,0,0,0,2.644,0,0,,,,,,,,,,,
27/02/2019 2:00,27/02/2019 2:00,0,0,0,2.534,0,0,,,,,,,,,,,
27/02/2019 3:00,27/02/2019 3:00,0,0,0,2.832,0,0,,,,,,,,,,,
27/02/2019 4:00,27/02/2019 4:00,0,0,0,3.233,0,0,,,,,,,,,,,
27/02/2019 5:00,27/02/2019 5:00,0,0,0,3.824,0,0,,,,,,,,,,,
27/02/2019 6:00,27/02/2019 6:00,0,0,0,4.282,0,0,,,,,,,,,,,
27/02/2019 7:00,27/02/2019 7:00,0.008,0.002,0.017,4.33,0.019,0.002,,,,,,,,,,,
27/02/2019 8:00,27/02/2019 8:00,0.05,0.008,0.059,4.774,0.067,0.008,,,,,,,,,,,
27/02/2019 9:00,27/02/2019 9:00,0.147,0.042,0.128,5.869,0.17,0.042,,,,,,,,,,,
27/02/2019 10:00,27/02/2019 10:00,0.434,0.327,0.16,8.137,0.487,0.327,,,,,,,,,,,
27/02/2019 11:00,27/02/2019 11:00,0.7,0.739,0.097,11.207,0.836,0.739,,,,,,,,,,,
27/02/2019 12:00,27/02/2019 12:00,0.699,0.753,0.092,13.528,0.845,0.753,,,,,,,,,,,
27/02/2019 13:00,27/02/2019 13:00,0.639,0.679,0.09,14.936,0.769,0.679,,,,,,,,,,,
27/02/2019 14:00,27/02/2019 14:00,0.524,0.532,0.085,15.233,0.617,0.532,,,,,,,,,,,
27/02/2019 15:00,27/02/2019 15:00,0.35,0.328,0.075,14.634,0.403,0.328,,,,,,,,,,,
27/02/2019 16:00,27/02/2019 16:00,0.129,0.105,0.05,11.926,0.155,0.105,,,,,,,,,,,
27/02/2019 17:00,27/02/2019 17:00,0,0.002,0.004,8.89,0.006,0.002,,,,,,,,,,,
27/02/2019 18:00,27/02/2019 18:00,0,0,0,7.589,0,0,,,,,,,,,,,
27/02/2019 19:00,27/02/2019 19:00,0,0,0,6.636,0,0,,,,,,,,,,,
27/02/2019 20:00,27/02/2019 20:00,0,0,0,5.802,0,0,,,,,,,,,,,
27/02/2019 21:00,27/02/2019 21:00,0,0,0,5.01,0,0,,,,,,,,,,,
27/02/2019 22:00,27/02/2019 22:00,0,0,0,4.274,0,0,,,,,,,,,,,
27/02/2019 23:00,27/02/2019 23:00,0,0,0,3.784,0,0,,,,,,,,,,,
28/02/2019 0:00,28/02/2019 0:00,0,0,0,4.098,0,0,,,,,,,,,,,
28/02/2019 1:00,28/02/2019 1:00,0,0,0,5.122,0,0,,,,,,,,,,,
28/02/2019 2:00,28/02/2019 2:00,0,0,0,5.661,0,0,,,,,,,,,,,
28/02/2019 3:00,28/02/2019 3:00,0,0,0,5.383,0,0,,,,,,,,,,,
28/02/2019 4:00,28/02/2019 4:00,0,0,0,5.223,0,0,,,,,,,,,,,
28/02/2019 5:00,28/02/2019 5:00,0,0,0,5.237,0,0,,,,,,,,,,,
28/02/2019 6:00,28/02/2019 6:00,0,0,0,5.279,0,0,,,,,,,,,,,
28/02/2019 7:00,28/02/2019 7:00,0.007,0.001,0.017,5.708,0.018,0.001,,,,,,,,,,,
28/02/2019 8:00,28/02/2019 8:00,0.028,0.002,0.042,6.748,0.044,0.002,,,,,,,,,,,
28/02/2019 9:00,28/02/2019 9:00,0.047,0.003,0.062,7.938,0.065,0.003,,,,,,,,,,,
28/02/2019 10:00,28/02/2019 10:00,0.076,0.005,0.092,8.896,0.097,0.005,,,,,,,,,,,
28/02/2019 11:00,28/02/2019 11:00,0.12,0.011,0.134,9.789,0.145,0.011,,,,,,,,,,,
28/02/2019 12:00,28/02/2019 12:00,0.138,0.015,0.148,10.337,0.163,0.015,,,,,,,,,,,
28/02/2019 13:00,28/02/2019 13:00,0.174,0.031,0.172,10.741,0.203,0.031,,,,,,,,,,,
28/02/2019 14:00,28/02/2019 14:00,0.211,0.069,0.173,11.021,0.242,0.069,,,,,,,,,,,
28/02/2019 15:00,28/02/2019 15:00,0.15,0.054,0.122,10.826,0.176,0.054,,,,,,,,,,,
28/02/2019 16:00,28/02/2019 16:00,0.06,0.021,0.059,9.866,0.08,0.021,,,,,,,,,,,
28/02/2019 17:00,28/02/2019 17:00,0,0,0.003,8.357,0.003,0,,,,,,,,,,,
28/02/2019 18:00,28/02/2019 18:00,0,0,0,8.009,0,0,,,,,,,,,,,
28/02/2019 19:00,28/02/2019 19:00,0,0,0,7.756,0,0,,,,,,,,,,,
28/02/2019 20:00,28/02/2019 20:00,0,0,0,7.474,0,0,,,,,,,,,,,
28/02/2019 21:00,28/02/2019 21:00,0,0,0,7.257,0,0,,,,,,,,,,,
28/02/2019 22:00,28/02/2019 22:00,0,0,0,7.082,0,0,,,,,,,,,,,
28/02/2019 23:00,28/02/2019 23:00,0,0,0,6.841,0,0,,,,,,,,,,,
01/03/2019 0:00,01/03/2019 0:00,0,0,0,6.689,0,0,,,,,,,,,,,
01/03/2019 1:00,01/03/2019 1:00,0,0,0,6.696,0,0,,,,,,,,,,,
01/03/2019 2:00,01/03/2019 2:00,0,0,0,6.666,0,0,,,,,,,,,,,
01/03/2019 3:00,01/03/2019 3:00,0,0,0,6.45,0,0,,,,,,,,,,,
01/03/2019 4:00,01/03/2019 4:00,0,0,0,6.191,0,0,,,,,,,,,,,
01/03/2019 5:00,01/03/2019 5:00,0,0,0,5.907,0,0,,,,,,,,,,,
01/03/2019 6:00,01/03/2019 6:00,0,0,0.001,5.534,0.001,0,,,,,,,,,,,
01/03/2019 7:00,01/03/2019 7:00,0.023,0.004,0.032,6.003,0.036,0.004,,,,,,,,,,,
01/03/2019 8:00,01/03/2019 8:00,0.074,0.011,0.083,6.939,0.094,0.011,,,,,,,,,,,
01/03/2019 9:00,01/03/2019 9:00,0.114,0.015,0.122,7.892,0.137,0.015,,,,,,,,,,,
01/03/2019 10:00,01/03/2019 10:00,0.127,0.014,0.137,8.718,0.151,0.014,,,,,,,,,,,
01/03/2019 11:00,01/03/2019 11:00,0.132,0.013,0.143,9.23,0.156,0.013,,,,,,,,,,,
01/03/2019 12:00,01/03/2019 12:00,0.171,0.023,0.175,9.794,0.198,0.023,,,,,,,,,,,
01/03/2019 13:00,01/03/2019 13:00,0.136,0.015,0.146,10.161,0.161,0.015,,,,,,,,,,,
01/03/2019 14:00,01/03/2019 14:00,0.101,0.01,0.114,10.197,0.124,0.01,,,,,,,,,,,
01/03/2019 15:00,01/03/2019 15:00,0.047,0.004,0.061,9.89,0.065,0.004,,,,,,,,,,,
