# Renewables.ninja Solar photovoltaic power (PV) (Point API) - 51.752, -1.258 - Version: 1.1 (using GSEE v0.3.1) - License: https://creativecommons.org/licenses/by-nc/4.0/ - Reference: https://doi.org/10.1016/j.energy.2016.08.060,,,,,,,,,,,,,,,,,
# Units: time in UTC, local_time in Europe/London, electricity in kW, irradiance_direct in unknown, irradiance_diffuse in unknown, temperature in ºC,,,,,,,,,,,,,
"# {""units"": {""time"": ""UTC"""," ""local_time"": ""Europe/London"""," ""electricity"": ""kW"""," ""irradiance_direct"": ""unknown"""," ""irradiance_diffuse"": ""unknown"""," ""temperature"": ""\u00baC""}"," ""params"": {""local_time"": true"," ""header"": true"," ""lat"": ""51.7520131"""," ""lon"": ""-1.2578499"""," ""date_from"": ""2019-01-01"""," ""date_to"": ""2019-12-31"""," ""dataset"": ""merra2"""," ""capacity"": ""1"""," ""system_loss"": ""0.1"""," ""tracking"": ""0"""," ""tilt"": ""35"""," ""azim"": ""180"""," ""raw"": true}}"
time,local_time,electricity,irradiance_direct,irradiance_diffuse,temperature,GHI,DHI,,,,,,,,,,,
08/07/2019 1:00,08/07/2019 2:00,0,0,0,12.824,0,0,,,,,,,,,,,
08/07/2019 2:00,08/07/2019 3:00,0,0,0,12.471,0,0,,,,,,,,,,,
08/07/2019 3:00,08/07/2019 4:00,0,0,0,12.316,0,0,,,,,,,,,,,
08/07/2019 4:00,08/07/2019 5:00,0.007,0,0.017,12.699,0.017,0,,,,,,,,,,,
08/07/2019 5:00,08/07/2019 6:00,0.044,0,0.063,13.489,0.063,0,,,,,,,,,,,
08/07/2019 6:00,08/07/2019 7:00,0.117,0.012,0.132,14.585,0.144,0.012,,,,,,,,,,,
08/07/2019 7:00,08/07/2019 8:00,0.223,0.059,0.202,15.969,0.261,0.059,,,,,,,,,,,
08/07/2019 8:00,08/07/2019 9:00,0.381,0.211,0.235,17.553,0.446,0.211,,,,,,,,,,,
08/07/2019 9:00,08/07/2019 10:00,0.541,0.434,0.217,19.15,0.651,0.434,,,,,,,,,,,
08/07/2019 10:00,08/07/2019 11:00,0.625,0.554,0.218,20.408,0.772,0.554,,,,,,,,,,,
08/07/2019 11:00,08/07/2019 12:00,0.671,0.623,0.221,21.397,0.844,0.623,,,,,,,,,,,
08/07/2019 12:00,08/07/2019 13:00,0.636,0.549,0.247,22.027,0.796,0.549,,,,,,,,,,,
08/07/2019 13:00,08/07/2019 14:00,0.603,0.504,0.246,22.509,0.75,0.504,,,,,,,,,,,
08/07/2019 14:00,08/07/2019 15:00,0.503,0.346,0.267,22.646,0.613,0.346,,,,,,,,,,,
08/07/2019 15:00,08/07/2019 16:00,0.271,0.066,0.257,22.145,0.323,0.066,,,,,,,,,,,
08/07/2019 16:00,08/07/2019 17:00,0.142,0.013,0.162,21.51,0.175,0.013,,,,,,,,,,,
08/07/2019 17:00,08/07/2019 18:00,0.089,0.006,0.111,21.039,0.117,0.006,,,,,,,,,,,
08/07/2019 18:00,08/07/2019 19:00,0.056,0.001,0.078,20.329,0.079,0.001,,,,,,,,,,,
08/07/2019 19:00,08/07/2019 20:00,0.011,0,0.024,18.65,0.024,0,,,,,,,,,,,
08/07/2019 20:00,08/07/2019 21:00,0,0,0,17.344,0,0,,,,,,,,,,,
08/07/2019 21:00,08/07/2019 22:00,0,0,0,16.558,0,0,,,,,,,,,,,
08/07/2019 22:00,08/07/2019 23:00,0,0,0,15.758,0,0,,,,,,,,,,,
08/07/2019 23:00,09/07/2019 0:00,0,0,0,14.791,0,0,,,,,,,,,,,
09/07/2019 0:00,09/07/2019 1:00,0,0,0,14.12,0,0,,,,,,,,,,,
09/07/2019 1:00,09/07/2019 2:00,0,0,0,13.727,0,0,,,,,,,,,,,
09/07/2019 2:00,09/07/2019 3:00,0,0,0,13.512,0,0,,,,,,,,,,,
09/07/2019 3:00,09/07/2019 4:00,0,0,0,13.317,0,0,,,,,,,,,,,
09/07/2019 4:00,09/07/2019 5:00,0.009,0,0.021,13.373,0.021,0,,,,,,,,,,,
09/07/2019 5:00,09/07/2019 6:00,0.059,0,0.08,14.229,0.08,0,,,,,,,,,,,
09/07/2019 6:00,09/07/2019 7:00,0.139,0.027,0.142,15.531,0.169,0.027,,,,,,,,,,,
09/07/2019 7:00,09/07/2019 8:00,0.257,0.106,0.194,17.134,0.3,0.106,,,,,,,,,,,
09/07/2019 8:00,09/07/2019 9:00,0.411,0.282,0.204,18.947,0.486,0.282,,,,,,,,,,,
09/07/2019 9:00,09/07/2019 10:00,0.571,0.518,0.181,20.721,0.699,0.518,,,,,,,,,,,
09/07/2019 10:00,09/07/2019 11:00,0.662,0.655,0.179,22.054,0.834,0.655,,,,,,,,,,,
09/07/2019 11:00,09/07/2019 12:00,0.678,0.658,0.205,22.942,0.863,0.658,,,,,,,,,,,
09/07/2019 12:00,09/07/2019 13:00,0.603,0.495,0.26,23.343,0.755,0.495,,,,,,,,,,,
09/07/2019 13:00,09/07/2019 14:00,0.566,0.436,0.266,23.612,0.702,0.436,,,,,,,,,,,
09/07/2019 14:00,09/07/2019 15:00,0.455,0.275,0.279,23.513,0.554,0.275,,,,,,,,,,,
09/07/2019 15:00,09/07/2019 16:00,0.338,0.144,0.262,23.199,0.406,0.144,,,,,,,,,,,
09/07/2019 16:00,09/07/2019 17:00,0.216,0.053,0.208,22.723,0.261,0.053,,,,,,,,,,,
09/07/2019 17:00,09/07/2019 18:00,0.131,0.019,0.146,22.132,0.165,0.019,,,,,,,,,,,
09/07/2019 18:00,09/07/2019 19:00,0.059,0.001,0.081,21.323,0.082,0.001,,,,,,,,,,,
09/07/2019 19:00,09/07/2019 20:00,0.01,0,0.022,19.951,0.022,0,,,,,,,,,,,
09/07/2019 20:00,09/07/2019 21:00,0,0,0,19.024,0,0,,,,,,,,,,,
09/07/2019 21:00,09/07/2019 22:00,0,0,0,18.477,0,0,,,,,,,,,,,
09/07/2019 22:00,09/07/2019 23:00,0,0,0,17.716,0,0,,,,,,,,,,,
09/07/2019 23:00,10/07/2019 0:00,0,0,0,17.123,0,0,,,,,,,,,,,
10/07/2019 0:00,10/07/2019 1:00,0,0,0,16.708,0,0,,,,,,,,,,,
10/07/2019 1:00,10/07/2019 2:00,0,0,0,16.324,0,0,,,,,,,,,,,
10/07/2019 2:00,10/07/2019 3:00,0,0,0,16.024,0,0,,,,,,,,,,,
10/07/2019 3:00,10/07/2019 4:00,0,0,0,15.727,0,0,,,,,,,,,,,
10/07/2019 4:00,10/07/2019 5:00,0.008,0,0.019,15.927,0.019,0,,,,,,,,,,,
10/07/2019 5:00,10/07/2019 6:00,0.049,0,0.07,16.829,0.07,0,,,,,,,,,,,
10/07/2019 6:00,10/07/2019 7:00,0.127,0.016,0.14,17.62,0.156,0.016,,,,,,,,,,,
10/07/2019 7:00,10/07/2019 8:00,0.206,0.044,0.201,18.516,0.245,0.044,,,,,,,,,,,
10/07/2019 8:00,10/07/2019 9:00,0.272,0.07,0.251,19.293,0.321,0.07,,,,,,,,,,,
10/07/2019 9:00,10/07/2019 10:00,0.39,0.168,0.296,20.409,0.464,0.168,,,,,,,,,,,
10/07/2019 10:00,10/07/2019 11:00,0.614,0.532,0.233,22.076,0.765,0.532,,,,,,,,,,,
10/07/2019 11:00,10/07/2019 12:00,0.728,0.764,0.179,23.532,0.943,0.764,,,,,,,,,,,
10/07/2019 12:00,10/07/2019 13:00,0.656,0.595,0.241,24.212,0.836,0.595,,,,,,,,,,,
10/07/2019 13:00,10/07/2019 14:00,0.421,0.175,0.336,23.862,0.511,0.175,,,,,,,,,,,
10/07/2019 14:00,10/07/2019 15:00,0.28,0.053,0.283,23.198,0.336,0.053,,,,,,,,,,,
10/07/2019 15:00,10/07/2019 16:00,0.201,0.025,0.218,22.556,0.243,0.025,,,,,,,,,,,
10/07/2019 16:00,10/07/2019 17:00,0.192,0.032,0.201,22.275,0.233,0.032,,,,,,,,,,,
10/07/2019 17:00,10/07/2019 18:00,0.145,0.024,0.156,21.868,0.18,0.024,,,,,,,,,,,
10/07/2019 18:00,10/07/2019 19:00,0.067,0.002,0.089,20.88,0.091,0.002,,,,,,,,,,,
10/07/2019 19:00,10/07/2019 20:00,0.011,0,0.024,18.897,0.024,0,,,,,,,,,,,
10/07/2019 20:00,10/07/2019 21:00,0,0,0,17.572,0,0,,,,,,,,,,,
10/07/2019 21:00,10/07/2019 22:00,0,0,0,17.077,0,0,,,,,,,,,,,
10/07/2019 22:00,10/07/2019 23:00,0,0,0,16.611,0,0,,,,,,,,,,,
10/07/2019 23:00,11/07/2019 0:00,0,0,0,16.127,0,0,,,,,,,,,,,
11/07/2019 0:00,11/07/2019 1:00,0,0,0,15.595,0,0,,,,,,,,,,,
11/07/2019 1:00,11/07/2019 2:00,0,0,0,14.848,0,0,,,,,,,,,,,
11/07/2019 2:00,11/07/2019 3:00,0,0,0,14.115,0,0,,,,,,,,,,,
11/07/2019 3:00,11/07/2019 4:00,0,0,0,13.37,0,0,,,,,,,,,,,
11/07/2019 4:00,11/07/2019 5:00,0.012,0,0.024,13.628,0.024,0,,,,,,,,,,,
11/07/2019 5:00,11/07/2019 6:00,0.057,0,0.078,15.283,0.078,0,,,,,,,,,,,
11/07/2019 6:00,11/07/2019 7:00,0.158,0.069,0.121,16.908,0.19,0.069,,,,,,,,,,,
11/07/2019 7:00,11/07/2019 8:00,0.299,0.203,0.147,18.479,0.35,0.203,,,,,,,,,,,
11/07/2019 8:00,11/07/2019 9:00,0.443,0.368,0.16,19.924,0.528,0.368,,,,,,,,,,,
11/07/2019 9:00,11/07/2019 10:00,0.563,0.521,0.169,21.17,0.69,0.521,,,,,,,,,,,
11/07/2019 10:00,11/07/2019 11:00,0.619,0.581,0.191,22.105,0.772,0.581,,,,,,,,,,,
11/07/2019 11:00,11/07/2019 12:00,0.679,0.681,0.182,22.985,0.863,0.681,,,,,,,,,,,
11/07/2019 12:00,11/07/2019 13:00,0.722,0.779,0.155,23.721,0.934,0.779,,,,,,,,,,,
11/07/2019 13:00,11/07/2019 14:00,0.694,0.747,0.146,24.094,0.893,0.747,,,,,,,,,,,
11/07/2019 14:00,11/07/2019 15:00,0.601,0.603,0.151,24.07,0.754,0.603,,,,,,,,,,,
11/07/2019 15:00,11/07/2019 16:00,0.489,0.45,0.148,23.826,0.598,0.45,,,,,,,,,,,
11/07/2019 16:00,11/07/2019 17:00,0.307,0.2,0.168,23.11,0.368,0.2,,,,,,,,,,,
11/07/2019 17:00,11/07/2019 18:00,0.174,0.069,0.144,22.296,0.213,0.069,,,,,,,,,,,
11/07/2019 18:00,11/07/2019 19:00,0.064,0.003,0.085,21.149,0.088,0.003,,,,,,,,,,,
11/07/2019 19:00,11/07/2019 20:00,0.013,0,0.027,19.643,0.027,0,,,,,,,,,,,
11/07/2019 20:00,11/07/2019 21:00,0,0,0,18.038,0,0,,,,,,,,,,,
11/07/2019 21:00,11/07/2019 22:00,0,0,0,17.294,0,0,,,,,,,,,,,
11/07/2019 22:00,11/07/2019 23:00,0,0,0,16.582,0,0,,,,,,,,,,,
11/07/2019 23:00,12/07/2019 0:00,0,0,0,16.126,0,0,,,,,,,,,,,
12/07/2019 0:00,12/07/2019 1:00,0,0,0,15.861,0,0,,,,,,,,,,,
12/07/2019 1:00,12/07/2019 2:00,0,0,0,15.547,0,0,,,,,,,,,,,
12/07/2019 2:00,12/07/2019 3:00,0,0,0,15.119,0,0,,,,,,,,,,,
12/07/2019 3:00,12/07/2019 4:00,0,0,0,14.608,0,0,,,,,,,,,,,
12/07/2019 4:00,12/07/2019 5:00,0.011,0,0.023,14.805,0.023,0,,,,,,,,,,,
12/07/2019 5:00,12/07/2019 6:00,0.056,0,0.077,15.709,0.077,0,,,,,,,,,,,
12/07/2019 6:00,12/07/2019 7:00,0.159,0.073,0.117,16.9,0.19,0.073,,,,,,,,,,,
12/07/2019 7:00,12/07/2019 8:00,0.314,0.235,0.133,18.153,0.368,0.235,,,,,,,,,,,
12/07/2019 8:00,12/07/2019 9:00,0.495,0.471,0.123,19.531,0.594,0.471,,,,,,,,,,,
12/07/2019 9:00,12/07/2019 10:00,0.61,0.616,0.137,20.773,0.753,0.616,,,,,,,,,,,
12/07/2019 10:00,12/07/2019 11:00,0.642,0.624,0.179,21.636,0.803,0.624,,,,,,,,,,,
12/07/2019 11:00,12/07/2019 12:00,0.629,0.559,0.227,22.104,0.786,0.559,,,,,,,,,,,
12/07/2019 12:00,12/07/2019 13:00,0.565,0.425,0.271,22.271,0.696,0.425,,,,,,,,,,,
12/07/2019 13:00,12/07/2019 14:00,0.561,0.438,0.254,22.473,0.692,0.438,,,,,,,,,,,
12/07/2019 14:00,12/07/2019 15:00,0.498,0.369,0.238,22.376,0.607,0.369,,,,,,,,,,,
12/07/2019 15:00,12/07/2019 16:00,0.402,0.26,0.222,22.045,0.482,0.26,,,,,,,,,,,
12/07/2019 16:00,12/07/2019 17:00,0.254,0.103,0.199,21.298,0.302,0.103,,,,,,,,,,,
12/07/2019 17:00,12/07/2019 18:00,0.164,0.051,0.148,20.491,0.199,0.051,,,,,,,,,,,
12/07/2019 18:00,12/07/2019 19:00,0.071,0.005,0.091,19.515,0.096,0.005,,,,,,,,,,,
12/07/2019 19:00,12/07/2019 20:00,0.019,0,0.034,18.012,0.034,0,,,,,,,,,,,
12/07/2019 20:00,12/07/2019 21:00,0,0,0,16.224,0,0,,,,,,,,,,,
12/07/2019 21:00,12/07/2019 22:00,0,0,0,15.456,0,0,,,,,,,,,,,
12/07/2019 22:00,12/07/2019 23:00,0,0,0,14.728,0,0,,,,,,,,,,,
12/07/2019 23:00,13/07/2019 0:00,0,0,0,14.065,0,0,,,,,,,,,,,
13/07/2019 0:00,13/07/2019 1:00,0,0,0,13.481,0,0,,,,,,,,,,,
13/07/2019 1:00,13/07/2019 2:00,0,0,0,13.042,0,0,,,,,,,,,,,
13/07/2019 2:00,13/07/2019 3:00,0,0,0,12.56,0,0,,,,,,,,,,,
13/07/2019 3:00,13/07/2019 4:00,0,0,0,12.172,0,0,,,,,,,,,,,
13/07/2019 4:00,13/07/2019 5:00,0.011,0,0.023,12.387,0.023,0,,,,,,,,,,,
13/07/2019 5:00,13/07/2019 6:00,0.054,0,0.074,13.476,0.074,0,,,,,,,,,,,
13/07/2019 6:00,13/07/2019 7:00,0.167,0.093,0.105,15.128,0.198,0.093,,,,,,,,,,,
13/07/2019 7:00,13/07/2019 8:00,0.307,0.216,0.141,16.761,0.357,0.216,,,,,,,,,,,
13/07/2019 8:00,13/07/2019 9:00,0.451,0.376,0.158,18.256,0.534,0.376,,,,,,,,,,,
13/07/2019 9:00,13/07/2019 10:00,0.569,0.522,0.169,19.55,0.691,0.522,,,,,,,,,,,
13/07/2019 10:00,13/07/2019 11:00,0.636,0.605,0.185,20.624,0.79,0.605,,,,,,,,,,,
13/07/2019 11:00,13/07/2019 12:00,0.68,0.671,0.188,21.576,0.859,0.671,,,,,,,,,,,
13/07/2019 12:00,13/07/2019 13:00,0.69,0.694,0.184,22.337,0.878,0.694,,,,,,,,,,,
13/07/2019 13:00,13/07/2019 14:00,0.653,0.644,0.18,22.815,0.824,0.644,,,,,,,,,,,
13/07/2019 14:00,13/07/2019 15:00,0.581,0.546,0.175,22.97,0.721,0.546,,,,,,,,,,,
13/07/2019 15:00,13/07/2019 16:00,0.437,0.338,0.19,22.707,0.528,0.338,,,,,,,,,,,
13/07/2019 16:00,13/07/2019 17:00,0.296,0.169,0.184,22.152,0.353,0.169,,,,,,,,,,,
13/07/2019 17:00,13/07/2019 18:00,0.146,0.034,0.147,21.196,0.181,0.034,,,,,,,,,,,
13/07/2019 18:00,13/07/2019 19:00,0.056,0.002,0.077,20.013,0.079,0.002,,,,,,,,,,,
13/07/2019 19:00,13/07/2019 20:00,0.01,0,0.023,18.592,0.023,0,,,,,,,,,,,
13/07/2019 20:00,13/07/2019 21:00,0,0,0,17.324,0,0,,,,,,,,,,,
13/07/2019 21:00,13/07/2019 22:00,0,0,0,16.635,0,0,,,,,,,,,,,
13/07/2019 22:00,13/07/2019 23:00,0,0,0,16.109,0,0,,,,,,,,,,,
13/07/2019 23:00,14/07/2019 0:00,0,0,0,15.558,0,0,,,,,,,,,,,
14/07/2019 0:00,14/07/2019 1:00,0,0,0,14.918,0,0,,,,,,,,,,,
14/07/2019 1:00,14/07/2019 2:00,0,0,0,14.183,0,0,,,,,,,,,,,
14/07/2019 2:00,14/07/2019 3:00,0,0,0,13.508,0,0,,,,,,,,,,,
14/07/2019 3:00,14/07/2019 4:00,0,0,0,12.892,0,0,,,,,,,,,,,
14/07/2019 4:00,14/07/2019 5:00,0.009,0,0.021,12.743,0.021,0,,,,,,,,,,,
14/07/2019 5:00,14/07/2019 6:00,0.059,0,0.08,13.816,0.08,0,,,,,,,,,,,
14/07/2019 6:00,14/07/2019 7:00,0.154,0.053,0.131,15.068,0.184,0.053,,,,,,,,,,,
14/07/2019 7:00,14/07/2019 8:00,0.273,0.141,0.177,16.469,0.318,0.141,,,,,,,,,,,
14/07/2019 8:00,14/07/2019 9:00,0.384,0.24,0.21,17.748,0.45,0.24,,,,,,,,,,,
14/07/2019 9:00,14/07/2019 10:00,0.56,0.488,0.19,19.216,0.678,0.488,,,,,,,,,,,
14/07/2019 10:00,14/07/2019 11:00,0.579,0.469,0.239,20.171,0.708,0.469,,,,,,,,,,,
14/07/2019 11:00,14/07/2019 12:00,0.539,0.364,0.291,20.609,0.655,0.364,,,,,,,,,,,
14/07/2019 12:00,14/07/2019 13:00,0.595,0.463,0.271,21.147,0.734,0.463,,,,,,,,,,,
14/07/2019 13:00,14/07/2019 14:00,0.525,0.35,0.288,21.368,0.638,0.35,,,,,,,,,,,
14/07/2019 14:00,14/07/2019 15:00,0.378,0.161,0.289,21.072,0.45,0.161,,,,,,,,,,,
14/07/2019 15:00,14/07/2019 16:00,0.365,0.188,0.247,21.047,0.435,0.188,,,,,,,,,,,
14/07/2019 16:00,14/07/2019 17:00,0.283,0.144,0.193,20.898,0.337,0.144,,,,,,,,,,,
14/07/2019 17:00,14/07/2019 18:00,0.189,0.092,0.137,20.505,0.229,0.092,,,,,,,,,,,
14/07/2019 18:00,14/07/2019 19:00,0.072,0.006,0.09,19.51,0.096,0.006,,,,,,,,,,,
14/07/2019 19:00,14/07/2019 20:00,0.018,0,0.032,17.307,0.032,0,,,,,,,,,,,
14/07/2019 20:00,14/07/2019 21:00,0,0,0,15.191,0,0,,,,,,,,,,,
14/07/2019 21:00,14/07/2019 22:00,0,0,0,14.142,0,0,,,,,,,,,,,
14/07/2019 22:00,14/07/2019 23:00,0,0,0,12.967,0,0,,,,,,,,,,,
14/07/2019 23:00,15/07/2019 0:00,0,0,0,11.813,0,0,,,,,,,,,,,
15/07/2019 0:00,15/07/2019 1:00,0,0,0,10.845,0,0,,,,,,,,,,,
15/07/2019 1:00,15/07/2019 2:00,0,0,0,10.146,0,0,,,,,,,,,,,
15/07/2019 2:00,15/07/2019 3:00,0,0,0,9.636,0,0,,,,,,,,,,,
15/07/2019 3:00,15/07/2019 4:00,0,0,0,9.191,0,0,,,,,,,,,,,
15/07/2019 4:00,15/07/2019 5:00,0.009,0,0.02,9.464,0.02,0,,,,,,,,,,,
15/07/2019 5:00,15/07/2019 6:00,0.038,0,0.056,11.536,0.056,0,,,,,,,,,,,
15/07/2019 6:00,15/07/2019 7:00,0.169,0.131,0.068,13.527,0.199,0.131,,,,,,,,,,,
15/07/2019 7:00,15/07/2019 8:00,0.35,0.322,0.082,15.372,0.404,0.322,,,,,,,,,,,
15/07/2019 8:00,15/07/2019 9:00,0.518,0.525,0.09,17.11,0.615,0.525,,,,,,,,,,,
15/07/2019 9:00,15/07/2019 10:00,0.649,0.702,0.096,18.557,0.798,0.702,,,,,,,,,,,
15/07/2019 10:00,15/07/2019 11:00,0.737,0.834,0.1,19.766,0.934,0.834,,,,,,,,,,,
15/07/2019 11:00,15/07/2019 12:00,0.779,0.905,0.103,20.848,1.008,0.905,,,,,,,,,,,
15/07/2019 12:00,15/07/2019 13:00,0.783,0.917,0.103,21.749,1.02,0.917,,,,,,,,,,,
15/07/2019 13:00,15/07/2019 14:00,0.743,0.859,0.101,22.357,0.96,0.859,,,,,,,,,,,
15/07/2019 14:00,15/07/2019 15:00,0.662,0.74,0.097,22.676,0.837,0.74,,,,,,,,,,,
15/07/2019 15:00,15/07/2019 16:00,0.541,0.575,0.091,22.713,0.666,0.575,,,,,,,,,,,
15/07/2019 16:00,15/07/2019 17:00,0.385,0.379,0.084,22.398,0.463,0.379,,,,,,,,,,,
15/07/2019 17:00,15/07/2019 18:00,0.209,0.177,0.075,21.715,0.252,0.177,,,,,,,,,,,
15/07/2019 18:00,15/07/2019 19:00,0.055,0.015,0.063,20.617,0.078,0.015,,,,,,,,,,,
15/07/2019 19:00,15/07/2019 20:00,0.016,0,0.03,18.212,0.03,0,,,,,,,,,,,
15/07/2019 20:00,15/07/2019 21:00,0,0,0,16.01,0,0,,,,,,,,,,,
15/07/2019 21:00,15/07/2019 22:00,0,0,0,14.707,0,0,,,,,,,,,,,
15/07/2019 22:00,15/07/2019 23:00,0,0,0,13.837,0,0,,,,,,,,,,,
15/07/2019 23:00,16/07/2019 0:00,0,0,0,13.115,0,0,,,,,,,,,,,
16/07/2019 0:00,16/07/2019 1:00,0,0,0,12.428,0,0,,,,,,,,,,,
16/07/2019 1:00,16/07/2019 2:00,0,0,0,11.822,0,0,,,,,,,,,,,
16/07/2019 2:00,16/07/2019 3:00,0,0,0,11.345,0,0,,,,,,,,,,,
16/07/2019 3:00,16/07/2019 4:00,0,0,0,11.052,0,0,,,,,,,,,,,
16/07/2019 4:00,16/07/2019 5:00,0.007,0,0.018,11.468,0.018,0,,,,,,,,,,,
16/07/2019 5:00,16/07/2019 6:00,0.052,0,0.072,13.094,0.072,0,,,,,,,,,,,
16/07/2019 6:00,16/07/2019 7:00,0.168,0.117,0.082,14.992,0.199,0.117,,,,,,,,,,,
16/07/2019 7:00,16/07/2019 8:00,0.346,0.316,0.089,18.064,0.405,0.316,,,,,,,,,,,
16/07/2019 8:00,16/07/2019 9:00,0.508,0.516,0.098,20.503,0.614,0.516,,,,,,,,,,,
16/07/2019 9:00,16/07/2019 10:00,0.632,0.684,0.106,22.125,0.79,0.684,,,,,,,,,,,
16/07/2019 10:00,16/07/2019 11:00,0.715,0.809,0.113,23.303,0.922,0.809,,,,,,,,,,,
16/07/2019 11:00,16/07/2019 12:00,0.756,0.875,0.118,24.274,0.993,0.875,,,,,,,,,,,
16/07/2019 12:00,16/07/2019 13:00,0.736,0.834,0.13,24.927,0.964,0.834,,,,,,,,,,,
16/07/2019 13:00,16/07/2019 14:00,0.694,0.769,0.131,25.377,0.9,0.769,,,,,,,,,,,
16/07/2019 14:00,16/07/2019 15:00,0.617,0.658,0.127,25.6,0.785,0.658,,,,,,,,,,,
16/07/2019 15:00,16/07/2019 16:00,0.508,0.512,0.117,25.524,0.629,0.512,,,,,,,,,,,
16/07/2019 16:00,16/07/2019 17:00,0.35,0.307,0.118,25.097,0.425,0.307,,,,,,,,,,,
16/07/2019 17:00,16/07/2019 18:00,0.179,0.095,0.125,24.384,0.22,0.095,,,,,,,,,,,
16/07/2019 18:00,16/07/2019 19:00,0.057,0.002,0.079,23.099,0.081,0.002,,,,,,,,,,,
16/07/2019 19:00,16/07/2019 20:00,0.01,0,0.022,20.923,0.022,0,,,,,,,,,,,
16/07/2019 20:00,16/07/2019 21:00,0,0,0,19.276,0,0,,,,,,,,,,,
16/07/2019 21:00,16/07/2019 22:00,0,0,0,18.175,0,0,,,,,,,,,,,
16/07/2019 22:00,16/07/2019 23:00,0,0,0,17.045,0,0,,,,,,,,,,,
16/07/2019 23:00,17/07/2019 0:00,0,0,0,16.21,0,0,,,,,,,,,,,
17/07/2019 0:00,17/07/2019 1:00,0,0,0,15.508,0,0,,,,,,,,,,,
17/07/2019 1:00,17/07/2019 2:00,0,0,0,14.991,0,0,,,,,,,,,,,
17/07/2019 2:00,17/07/2019 3:00,0,0,0,14.577,0,0,,,,,,,,,,,
17/07/2019 3:00,17/07/2019 4:00,0,0,0,14.577,0,0,,,,,,,,,,,
17/07/2019 4:00,17/07/2019 5:00,0.005,0,0.014,14.857,0.014,0,,,,,,,,,,,
17/07/2019 5:00,17/07/2019 6:00,0.033,0,0.051,15.571,0.051,0,,,,,,,,,,,
17/07/2019 6:00,17/07/2019 7:00,0.104,0.008,0.123,16.474,0.131,0.008,,,,,,,,,,,
17/07/2019 7:00,17/07/2019 8:00,0.242,0.077,0.208,18.655,0.285,0.077,,,,,,,,,,,
17/07/2019 8:00,17/07/2019 9:00,0.377,0.208,0.241,21.207,0.449,0.208,,,,,,,,,,,
17/07/2019 9:00,17/07/2019 10:00,0.503,0.362,0.253,22.683,0.615,0.362,,,,,,,,,,,
17/07/2019 10:00,17/07/2019 11:00,0.53,0.352,0.301,23.519,0.653,0.352,,,,,,,,,,,
17/07/2019 11:00,17/07/2019 12:00,0.457,0.199,0.358,23.736,0.557,0.199,,,,,,,,,,,
17/07/2019 12:00,17/07/2019 13:00,0.341,0.074,0.336,23.451,0.41,0.074,,,,,,,,,,,
17/07/2019 13:00,17/07/2019 14:00,0.265,0.035,0.283,22.979,0.318,0.035,,,,,,,,,,,
17/07/2019 14:00,17/07/2019 15:00,0.206,0.019,0.23,22.432,0.249,0.019,,,,,,,,,,,
17/07/2019 15:00,17/07/2019 16:00,0.15,0.01,0.175,21.736,0.185,0.01,,,,,,,,,,,
17/07/2019 16:00,17/07/2019 17:00,0.092,0.004,0.115,20.797,0.119,0.004,,,,,,,,,,,
17/07/2019 17:00,17/07/2019 18:00,0.051,0.001,0.071,19.655,0.072,0.001,,,,,,,,,,,
17/07/2019 18:00,17/07/2019 19:00,0.028,0,0.045,18.727,0.045,0,,,,,,,,,,,
17/07/2019 19:00,17/07/2019 20:00,0.005,0,0.015,17.772,0.015,0,,,,,,,,,,,
17/07/2019 20:00,17/07/2019 21:00,0,0,0,16.731,0,0,,,,,,,,,,,
17/07/2019 21:00,17/07/2019 22:00,0,0,0,16.329,0,0,,,,,,,,,,,
17/07/2019 22:00,17/07/2019 23:00,0,0,0,15.991,0,0,,,,,,,,,,,
17/07/2019 23:00,18/07/2019 0:00,0,0,0,15.07,0,0,,,,,,,,,,,
18/07/2019 0:00,18/07/2019 1:00,0,0,0,14.487,0,0,,,,,,,,,,,
18/07/2019 1:00,18/07/2019 2:00,0,0,0,14.44,0,0,,,,,,,,,,,
18/07/2019 2:00,18/07/2019 3:00,0,0,0,14.501,0,0,,,,,,,,,,,
18/07/2019 3:00,18/07/2019 4:00,0,0,0,14.481,0,0,,,,,,,,,,,
18/07/2019 4:00,18/07/2019 5:00,0.001,0,0.008,14.755,0.008,0,,,,,,,,,,,
18/07/2019 5:00,18/07/2019 6:00,0.019,0,0.034,15.337,0.034,0,,,,,,,,,,,
18/07/2019 6:00,18/07/2019 7:00,0.06,0.002,0.08,15.985,0.082,0.002,,,,,,,,,,,
18/07/2019 7:00,18/07/2019 8:00,0.165,0.022,0.175,17.005,0.197,0.022,,,,,,,,,,,
18/07/2019 8:00,18/07/2019 9:00,0.233,0.047,0.228,17.767,0.275,0.047,,,,,,,,,,,
18/07/2019 9:00,18/07/2019 10:00,0.399,0.183,0.287,18.714,0.47,0.183,,,,,,,,,,,
18/07/2019 10:00,18/07/2019 11:00,0.583,0.467,0.245,19.905,0.712,0.467,,,,,,,,,,,
18/07/2019 11:00,18/07/2019 12:00,0.709,0.714,0.186,21.149,0.9,0.714,,,,,,,,,,,
18/07/2019 12:00,18/07/2019 13:00,0.716,0.734,0.181,22.051,0.915,0.734,,,,,,,,,,,
